Sl.No,Court No,Item No,Case No,Respondant Name
1,35,1,WP/7387/2010,"the labour courti and anotherrep by its presiding officer ii floor chandravihar m j road hyderabad500001, kalpana chemicals limitedrep by its managing director ida nacharam hyderabad500076"
