Sl.No,Court No,Item No,Case No,Respondant Name
1,4,1,WP/14416/2024,"the state of telanganahome department rep by its principal secretary secretariat hyderabad, the director general of policetelangana state office at lakdikapool hyderabad, the commissioner of policehyderabad commissionerate, the asst commissioner of policejubliee hills division hyderabad, the circle inspector of policefilm nagar hyderabad, the sub inspector of policefilm nagar hyderabad"
